Show,,Status,Renewal,TVSeason,Network,Season,Episode,AirDay,AirTime,AirDayInitial,AirTimeInitial,AirDayTimeInitial,ChangeAirDayTime,Debut on Different Day,Premier Date,Finale Date,DaysfromTVSeasonPremiere,SeasonDays,18to49_Avg,18to49_Premiere,18to49_Max,18to49_Min,18to49_YrtoYrChange,18to49_LossGainPremiere,18to49_%DropPremiere,Total_Avg,Total_Premiere,Total_Max,Total_Min,Total_YrtoYrChange,Total_LossGainPremiere,Total_%DropPremiere,18to49_1,18to49_2,18to49_3,18to49_4,18to49_5,18to49_6,18to49_7,18to49_8,18to49_9,18to49_10,18to49_11,18to49_12,18to49_13,18to49_14,18to49_15,18to49_16,18to49_17,18to49_18,18to49_19,18to49_20,18to49_21,18to49_22,18to49_23,18to49_24,18to49_25,Average per Episode,Loss/Gain,%Drop,Total_1,Total_2,Total_3,Total_4,Total_5,Total_6,Total_7,Total_8,Total_9,Total_10,Total_11,Total_12,Total_13,Total_14,Total_15,Total_16,Total_17,Total_18,Total_19,Total_20,Total_21,Total_22,Total_23,Total_24,Total_25,Average per Episode,Loss/Gain,%Drop
Once Upon A Time,Once Upon A Time2017,Cancelled,0,2017,ABC,7,22,Fri,8:00 PM,Fri,8:00 PM,Fri 8:00 PM,0,No,10/6/17,5/18/18,26,224,0.5,0.7,0.7,0.4,-0.4646,-0.2,0.2857,3.21,3.26,3.26,1.98,-0.2686,-0.05,0.0153,0.7,0.7,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.4,0.5,0.5,0.4,0.5,0.5,0.4,0.4,0.5,0.4,0.5,0.5,,,,0.5,-0.2,29.22,3.26,2.74,2.49,2.44,2.29,2.37,2.27,2.27,2.45,2.29,2.14,2.22,2.38,2.11,2.03,2.15,2.18,2.12,1.98,1.98,2.26,2.27,,,,2.3,-0.99,29.32
Once Upon a Time in Wonderland,Once Upon a Time in Wonderland2013,Cancelled,0,2013,ABC,1,13,Thu,8:00 PM,Thu,8:00 PM,Thu 8:00 PM,0,No,10/10/13,4/3/14,24,175,0.98,1.7,1.7,0.8,0,-0.72,0.4235,5.69,5.82,5.82,3.22,0,-0.13,0.0223,1.7,1.2,1.1,0.9,0.9,0.9,0.9,0.8,0.9,0.8,0.8,1,0.9,,,,,,,,,,,,,0.98,-0.8,42.08,5.82,4.53,4.38,3.55,3.73,3.53,3.24,3.3,3.27,3.22,3.51,3.35,3.38,,,,,,,,,,,,,3.75,-2.44,35.49
One Big Happy,One Big Happy2014,Cancelled,0,2014,NBC,1,6,Tue,9:30 PM,Tue,9:30 PM,Tue 9:30 PM,0,No,3/17/15,4/28/15,182,42,1.17,1.6,1.6,0.8,0,-0.43,0.2688,5.66,5.47,5.47,3.08,0,0.19,-0.0347,1.6,1.2,1.2,1.1,1.1,0.8,,,,,,,,,,,,,,,,,,,,1.17,-0.8,27.08,5.47,3.79,3.82,3.57,3.76,3.08,,,,,,,,,,,,,,,,,,,,3.92,-2.39,28.43
Parenthood,Parenthood2013,Renewed,1,2013,NBC,5,22,Thu,10:00 PM,Thu,10:00 PM,Thu 10:00 PM,0,No,9/26/13,4/17/14,10,203,1.27,1.6,1.6,1.1,-0.3115,-0.33,0.2063,4.37,5.06,5.06,3.59,-0.2001,-0.69,0.1364,1.6,1.5,1.2,1.3,1.3,1.2,1.3,1.2,1.2,1.2,1.3,1.3,1.2,1.3,1.1,1.2,1.2,1.3,1.4,1.2,1.1,1.3,,,,1.27,-0.3,20.74,5.06,4.17,3.77,4.02,3.95,3.67,3.88,3.77,3.65,3.93,3.96,4.26,3.98,4.26,3.59,3.8,3.87,4.22,4.4,3.76,3.66,3.99,,,,3.98,-1.07,21.29
Parenthood,Parenthood2014,Ended,0,2014,NBC,6,13,Thu,10:00 PM,Thu,10:00 PM,Thu 10:00 PM,0,No,9/25/14,1/29/15,9,126,1.29,1.4,1.7,1,0.017,-0.11,0.0786,4.02,4.26,5.46,3.61,0.0643,-0.24,0.0563,1.4,1.3,1.3,1.3,1.2,1.1,1.3,1,1.3,1.4,1.2,1.3,1.7,,,,,,,,,,,,,1.29,0.3,7.69,4.26,4.34,4.26,4.2,3.95,3.89,3.96,3.61,3.99,4.63,4.12,4.4,5.46,,,,,,,,,,,,,4.24,1.2,0.56
Parks and Recreation,Parks and Recreation2013,Renewed,1,2013,NBC,6,21,Thu,8:00 PM/8:30 PM,Thu,8:00 PM,Thu 8:00 PM,1,No,9/26/13,4/24/14,10,210,1.17,1.3,1.5,0.9,-0.2859,-0.13,0.1,3.04,3.27,3.43,2.39,-0.1126,-0.23,0.0703,1.3,1.3,1.2,1.2,1.3,1.1,1.1,1,1,1.5,1.2,1.2,1.3,1.1,1.3,1.2,1.2,1.1,1,0.9,1,,,,,1.17,-0.3,10.26,3.27,3.27,3.14,3.23,3.27,3.03,3.03,2.81,2.81,3.43,3.05,2.98,3.03,2.52,2.95,2.72,3.05,2.67,2.56,2.39,2.71,,,,,2.95,-0.56,9.83
Parks and Recreation,Parks and Recreation2014,Ended,0,2014,NBC,7,13,Tue,8:00 PM,Tue,8:00 PM,Tue 8:00 PM,0,No,1/13/15,2/24/15,119,42,1.33,1.5,1.6,1,0.1525,-0.17,0.1133,3.53,3.75,4.15,2.47,0.0053,-0.22,0.0587,1.5,1.5,1.4,1.4,1.4,1.3,1.2,1.1,1,1.2,1.1,1.6,1.6,,,,,,,,,,,,,1.33,0.1,11.28,3.75,3.75,3.81,3.3,3.48,2.97,3.45,3.06,2.47,2.94,2.47,4.15,4.15,,,,,,,,,,,,,3.37,0.4,10.26
Person of Interest,Person of Interest2013,Renewed,1,2013,CBS,3,23,Tue,10:00 PM,Tue,10:00 PM,Tue 10:00 PM,0,No,9/24/13,5/13/14,8,231,1.97,2.3,2.3,1.7,-0.3225,-0.33,0.1435,11.08,12.44,13.17,10.5,-0.1793,-1.36,0.1093,2.3,2.1,2,2.2,2.2,1.9,1.9,2,2,2.2,2,2,2,2.1,1.8,1.7,1.7,2,1.9,1.8,1.9,1.7,1.9,,,1.97,-0.4,14.37,12.44,12.35,11.65,12.69,13.17,12,11.79,12.6,12.28,11.89,12.4,12.1,12.54,12.35,11,10.64,10.94,12.23,11.45,10.74,11.31,10.5,10.95,,,11.83,-1.49,4.93
Person of Interest,Person of Interest2014,Renewed,1,2014,CBS,4,22,Tue,10:00 PM,Tue,10:00 PM,Tue 10:00 PM,0,No,9/23/14,5/5/15,7,224,1.53,1.7,1.8,1.1,-0.2203,-0.17,0.1,8.71,10.71,10.72,8.18,-0.2032,-2,0.1867,1.7,1.8,1.6,1.5,1.5,1.7,1.3,1.6,1.7,1.3,1.7,1.7,1.4,1.6,1.6,1.7,1.5,1.5,1.3,1.5,1.4,1.1,,,,1.53,-0.6,9.89,10.71,10.72,9.64,9.72,9.4,9.72,9.11,9.87,9.04,8.94,10.08,10.16,9.28,9.53,9.17,9.63,8.67,9.15,8.67,9.21,8.45,8.18,,,,9.41,-2.53,12.13
Person of Interest,Person of Interest2015,Cancelled,0,2015,CBS,5,13,Tue,10:00 PM,Tue,10:00 PM,Tue 10:00 PM,0,No,5/3/16,6/21/16,225,49,0.98,1.2,1.2,0.8,-0.3646,-0.22,0.1833,6.16,7.35,7.35,4.92,-0.3484,-1.19,0.1619,1.2,1,1.1,0.9,1.1,0.9,0.9,0.9,0.8,1,1,1,1,,,,,,,,,,,,,0.98,-0.2,17.95,7.35,5.8,7.34,5.31,6.97,5.49,5.34,4.92,5.49,6.66,6.36,6.27,6.51,,,,,,,,,,,,,6.14,-0.84,16.47
Pitch,Pitch2016,Cancelled,0,2016,FOX,1,10,Thu,9:00 PM,Thu,9:00 PM,Thu 9:00 PM,0,No,9/22/16,12/8/16,34,77,0.85,1.1,1.1,0.7,0,-0.25,0.2273,4.12,4.23,4.23,2.39,0,-0.11,0.026,1.1,1,1,0.8,0.8,0.9,0.7,0.7,0.7,0.8,,,,,,,,,,,,,,,,0.85,-0.3,22.73,4.23,3.68,3.5,2.91,2.91,2.71,2.64,2.47,2.39,2.89,,,,,,,,,,,,,,,,3.03,-1.34,28.3
Powerless,Powerless2016,Cancelled,0,2016,NBC,1,9,Thu,8:30 PM,Thu,8:30 PM,Thu 8:30 PM,0,No,2/2/17,4/20/17,167,77,0.71,1.1,1.1,0.5,0,-0.39,0.3545,4.68,3.1,3.1,1.81,0,1.58,-0.5097,1.1,0.8,0.8,0.7,0.7,0.5,0.6,0.6,0.6,,,,,,,,,,,,,,,,,0.71,-0.5,35.35,3.1,2.53,2.49,2.27,2.38,1.81,2.02,2,2.03,,,,,,,,,,,,,,,,,2.29,-1.07,26.06
Prison Break,Prison Break2016,Ended,0,2016,FOX,5,9,Tue,9:00 PM,Tue,9:00 PM,Tue 9:00 PM,0,No,4/4/17,5/30/17,228,56,0.96,1.5,1.5,0.7,0,-0.54,0.36,5.02,3.83,3.83,1.9,0,1.19,-0.3107,1.5,1.1,0.9,0.9,0.8,0.9,0.9,0.7,0.9,,,,,,,,,,,,,,,,,0.96,-0.6,36.3,3.83,3.18,2.44,2.75,2.34,2.37,2.41,1.9,2.3,,,,,,,,,,,,,,,,,2.61,-1.53,31.77
Proven Innocent,Proven Innocent2018,Cancelled,0,2018,FOX,1,13,Fri,9:00 PM,Fri,9:00 PM,Fri 9:00 PM,0,No,2/15/19,5/10/19,159,84,0.4,0.5,0.5,0.3,0,-0.1,0.2,2.9,3.08,3.08,1.57,0,-0.18,0.0584,0.5,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.3,0.3,0.4,,,,,,,,,,,,,0.4,-0.1,20,3.08,2.07,2.57,1.9,1.97,2.33,1.92,1.7,1.74,1.9,1.69,1.57,1.66,,,,,,,,,,,,,2.01,-1.42,34.82
Pure Genius,Pure Genius2016,Cancelled,0,2016,CBS,1,13,Thu,10:00 PM,Thu,10:00 PM,Thu 10:00 PM,0,No,10/27/16,1/26/17,69,91,0.85,1,1,0.7,0,-0.15,0.15,5.29,6.23,6.23,4.76,0,-0.94,0.1509,1,0.9,0.9,0.9,0.8,0.8,1,0.9,0.7,0.8,0.9,0.8,0.7,,,,,,,,,,,,,0.85,-0.3,14.62,6.23,5.37,5.39,5.48,4.77,4.76,5.62,5.5,5.46,5.24,5.15,5.27,5.2,,,,,,,,,,,,,5.34,-1.03,14.26
Quantico,Quantico2015,Renewed,1,2015,ABC,1,22,Sun,10:00 PM,Sun,10:00 PM,Sun 10:00 PM,0,No,9/27/15,5/15/16,6,231,1.23,1.9,1.9,0.9,0,-0.67,0.3526,5.24,7.14,7.14,3.37,0,-1.9,0.2661,1.9,1.9,1.6,1.6,1.5,1.2,1.3,1.3,1.2,1.2,1.3,1.1,1.1,1,0.9,1,1.1,1,1,1,0.9,1,,,,1.23,-0.9,35.17,7.14,6.98,5.75,5.3,5.1,4.05,4.38,4.2,4.07,4.39,4.56,3.75,3.96,3.54,3.39,3.68,3.57,3.66,3.46,3.37,3.48,3.78,,,,4.34,-3.36,39.16
Quantico,Quantico2016,Renewed,1,2016,ABC,2,22,Mon,10:00 PM,Mon,10:00 PM,Mon 10:00 PM,0,No,9/25/16,5/15/17,37,232,0.67,1,1,0.5,-0.4567,-0.33,0.33,3.77,3.64,3.64,2.2,-0.3572,0.13,-0.0357,1,1,0.8,0.7,0.6,0.6,0.7,0.7,0.8,0.7,0.7,0.6,0.6,0.7,0.7,0.6,0.6,0.5,0.5,0.6,0.5,0.6,,,,0.67,-0.4,32.73,3.64,3.57,3.04,2.79,2.43,2.2,2.75,2.29,2.9,2.76,2.61,2.43,2.47,3.31,3.15,2.96,2.57,2.76,2.59,2.65,2.54,2.72,,,,2.78,-0.92,23.66
Quantico,Quantico2017,Cancelled,0,2017,ABC,3,13,Thu/Fri,10:00 PM/8:00 PM,Thu,10:00 PM,Thu 10:00 PM,1,No,4/26/18,8/3/18,228,99,0.43,0.5,0.5,0.4,-0.3586,-0.07,0.14,2.98,2.66,3.04,1.97,-0.0779,0.32,-0.1203,0.5,0.5,0.4,0.4,0.5,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,,,,,,,,,,,,,0.43,-0.1,13.85,2.66,2.15,1.97,2.62,3.04,2.56,2.41,2.71,2.76,2.68,2.64,2.66,2.66,,,,,,,,,,,,,2.58,0,3.07
Raising Hope,Raising Hope2013,Cancelled,0,2013,FOX,4,22,Fri,9:00 PM/9:30 PM,Fri,9:00 PM,Fri 9:00 PM,1,No,11/15/13,4/4/14,60,140,0.65,0.8,0.8,0.4,-0.5909,-0.15,0.1875,2.5,2.38,2.74,1.38,-0.4785,0.12,-0.0504,0.8,0.7,0.8,0.8,0.6,0.6,0.8,0.7,0.7,0.6,0.8,0.7,0.8,0.6,0.6,0.6,0.5,0.5,0.4,0.5,0.6,0.6,,,,0.65,-0.2,18.75,2.38,2.03,2.45,2.25,1.75,1.63,2.74,2.13,2.1,1.91,2.7,2.5,2.35,1.85,1.68,1.8,1.56,1.42,1.38,1.53,1.6,1.52,,,,1.97,-0.86,17.38
Rake,Rake2013,Cancelled,0,2013,FOX,1,10,Thu/Fri,9:00 PM/8:00 PM,Thu,9:00 PM,Thu 9:00 PM,1,No,1/23/14,6/27/14,129,155,0.92,1.7,1.7,0.4,0,-0.78,0.4588,6.35,6.95,6.95,1.82,0,-0.6,0.0863,1.7,1.3,1.1,1.1,1,0.8,0.8,0.5,0.5,0.4,,,,,,,,,,,,,,,,0.92,-1.3,45.88,6.95,5.24,4.27,4.04,3.97,3.45,3.53,1.82,1.9,1.9,,,,,,,,,,,,,,,,3.71,-5.05,46.66
Ransom,Ransom2016,Renewed,1,2016,CBS,1,12,Sat,8:00 PM,Sat,8:00 PM,Sat 8:00 PM,0,Yes,1/1/17,4/15/17,135,104,0.43,0.8,0.8,0.3,0,-0.37,0.4625,5.93,6.65,6.65,2.7,0,-0.72,0.1083,0.8,0.4,0.4,0.4,0.4,0.3,0.4,0.5,0.4,0.4,0.4,0.3,,,,,,,,,,,,,,0.43,-0.5,46.88,6.65,3.28,3.61,3.28,3.29,3.2,3.14,3.9,3.11,2.96,3.09,2.7,,,,,,,,,,,,,,3.52,-3.95,47.11
Ransom,Ransom2017,Renewed,1,2017,CBS,2,13,Sat,8:00 PM,Sat,8:00 PM,Sat 8:00 PM,0,No,4/7/18,6/30/18,209,84,0.25,0.4,0.4,0.2,-0.3918,-0.15,0.375,4.27,2.64,2.86,2.13,-0.292,1.63,-0.6174,0.4,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.3,0.2,0.2,,,,,,,,,,,,,0.25,-0.2,36.54,2.64,2.55,2.86,2.5,2.73,2.41,2.13,2.25,2.25,2.57,2.28,2.44,2.19,,,,,,,,,,,,,2.45,-0.45,7.34
Ransom,Ransom2018,Cancelled,0,2018,CBS,3,13,Sat,8:00 PM,Sat,8:00 PM,Sat 8:00 PM,0,No,2/16/19,5/25/19,160,98,0.26,0.2,0.4,0.2,0.0118,0.06,-0.3,0,2.17,2.97,1.87,-0.0425,-2.17,1,0.2,0.3,0.3,0.3,0.2,0.3,0.4,0.2,0.3,0.2,0.3,0.2,0.2,,,,,,,,,,,,,0.26,0,-30.77,2.17,2.72,2.73,2.48,1.87,2.1,2.97,2.25,2.8,2.11,2.04,2.24,1.99,,,,,,,,,,,,,2.34,-0.18,-8.01
Red Band Society,Red Band Society2014,Cancelled,0,2014,FOX,1,13,Wed/Sat,9:00 PM,Wed,9:00 PM,Wed 9:00 PM,1,No,9/17/14,2/7/15,1,143,0.86,1.3,1.3,0.5,0,-0.44,0.3385,4.08,4.1,4.1,1.74,0,-0.02,0.0049,1.3,1.1,1.1,0.9,1,0.9,0.9,0.9,0.7,0.9,0.5,0.5,0.5,,,,,,,,,,,,,0.93,-0.8,28.67,4.1,3.43,3.33,2.92,3.17,2.88,2.83,2.9,2.46,3.03,1.81,1.74,1.89,,,,,,,,,,,,,2.99,-2.31,27.18
Reign,Reign2013,Renewed,1,2013,CW,1,22,Thu,9:00 PM,Thu,9:00 PM,Thu 9:00 PM,0,No,10/17/13,5/15/14,31,210,0.58,0.8,0.8,0.4,0,-0.22,0.275,2.5,1.98,1.98,1.23,0,0.52,-0.2626,0.8,0.6,0.6,0.6,0.7,0.7,0.6,0.6,0.6,0.6,0.6,0.5,0.7,0.5,0.7,0.6,0.4,0.4,0.5,0.5,0.5,0.4,,,,0.58,-0.4,27.84,1.98,1.83,1.57,1.64,1.69,1.81,1.66,1.86,1.74,1.62,1.64,1.32,1.75,1.48,1.61,1.4,1.23,1.39,1.35,1.4,1.34,1.24,,,,1.57,-0.74,20.68
Reign,Reign2014,Renewed,1,2014,CW,2,22,Thu,9:00 PM,Thu,9:00 PM,Thu 9:00 PM,0,No,10/2/14,5/14/15,16,224,0.38,0.4,0.5,0.3,-0.3362,-0.02,0.05,1.15,1.01,1.42,0.82,-0.3111,0.14,-0.1386,0.4,0.4,0.4,0.5,0.5,0.4,0.4,0.3,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.3,0.3,0.3,0.3,0.3,0.3,,,,0.38,-0.1,4.55,1.01,1.09,1.27,1.26,1.23,1.33,1.19,1.1,1.22,1.42,1.16,1.02,0.97,1.03,1.03,0.96,1.09,1.01,0.82,0.84,0.97,0.83,,,,1.08,-0.18,-7.34
Reign,Reign2015,Renewed,1,2015,CW,3,18,Fri/Mon,8:00 PM,Fri,8:00 PM,Fri 8:00 PM,1,No,10/9/15,6/20/16,18,255,0.29,0.3,0.4,0.2,-0.2432,-0.01,0.0333,0.93,0.95,1.24,0.76,-0.1015,-0.02,0.0211,0.3,0.3,0.2,0.3,0.4,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.2,0.3,0.3,0.3,0.2,0.3,,,,,,,,0.29,0,1.85,0.95,1,0.9,0.94,1.03,1.09,1.04,1.09,1.1,1.24,0.92,0.96,0.78,0.76,0.95,0.96,0.81,0.93,,,,,,,,0.97,-0.02,-2.05
Reign,Reign2016,Cancelled,0,2016,CW,4,16,Fri,9:00 PM,Fri,9:00 PM,Fri 9:00 PM,0,No,2/10/17,6/16/17,175,126,0.2,0.2,0.2,0.2,-0.3179,0,0,0.6,0.78,0.78,0.59,-0.2801,-0.18,0.2308,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,,,,,,,,,,0.2,0,0,0.78,0.67,0.59,0.64,0.76,0.75,0.66,0.71,0.63,0.68,0.69,0.76,0.71,0.74,0.67,0.75,,,,,,,,,,0.7,-0.03,10.34
Rel,Rel2018,Cancelled,0,2018,FOX,1,12,Sun,9:30 PM,Sun,9:30 PM,Sun 9:30 PM,0,No,9/9/18,1/13/19,0,126,0.76,1.9,1.9,0.5,0,-1.14,0.6,5.62,5.49,5.49,1.23,0,0.13,-0.0237,1.9,0.8,0.7,0.5,0.6,0.6,0.5,0.6,0.6,0.8,0.5,1,,,,,,,,,,,,,,0.76,-0.9,60.09,5.49,1.99,1.81,1.4,1.45,1.64,1.25,1.62,1.61,2.06,1.23,2.77,,,,,,,,,,,,,,2.03,-2.72,63.08
Resurrection,Resurrection2013,Renewed,1,2013,ABC,1,8,Sun,9:00 PM,Sun,9:00 PM,Sun 9:00 PM,0,No,3/9/14,5/4/14,174,56,2.51,3.8,3.8,1.9,0,-1.29,0.3395,9.93,13.9,13.9,7.46,0,-3.97,0.2856,3.8,3.1,2.5,2.4,2.2,2.1,1.9,2.1,,,,,,,,,,,,,,,,,,2.51,-1.7,33.88,13.9,11.25,9.51,8.39,8.05,7.46,7.85,8.16,,,,,,,,,,,,,,,,,,9.32,-5.74,32.94
Resurrection,Resurrection2014,Cancelled,0,2014,ABC,2,13,Sun,9:00 PM,Sun,9:00 PM,Sun 9:00 PM,0,No,9/28/14,1/25/15,12,119,1.26,2.2,2.2,0.8,-0.5018,-0.94,0.4273,6.52,8.38,8.38,3.1,-0.4989,-1.86,0.222,2.2,2,1.5,1.4,1.2,1.4,1.2,0.9,1,1,0.8,0.8,1,,,,,,,,,,,,,1.26,-1.2,42.66,8.38,6.74,5.55,5.07,4.36,4.99,4.58,3.66,3.98,4.1,3.1,3.29,3.73,,,,,,,,,,,,,4.82,#VALUE!,42.52
Revenge,Revenge2013,Renewed,1,2013,ABC,3,22,Sun,9:00 PM/10:00 PM,Sun,9:00 PM,Sun 9:00 PM,1,No,9/29/13,5/11/14,13,224,1.55,2.3,2.3,1.3,-0.2805,-0.75,0.3261,6.52,8.11,8.11,4.87,-0.1596,-1.59,0.1961,2.3,1.9,1.6,1.5,1.4,1.7,1.3,1.5,1.6,1.5,1.8,1.6,1.3,1.9,1.7,1.5,1.4,1.3,1.3,1.3,1.3,1.4,,,,1.55,-0.9,32.61,8.11,6.84,6,6.16,5.71,6.33,5.49,5.81,6.04,6.22,6.69,5.71,5.37,6.6,6.24,5.66,5.25,5.16,5.26,5.19,4.98,4.87,,,,5.9,-3.24,27.31
Revenge,Revenge2014,Cancelled,0,2014,ABC,4,23,Sun,10:00 PM,Sun,10:00 PM,Sun 10:00 PM,0,No,9/28/14,5/10/15,12,224,1.12,1.3,1.5,0.8,-0.2825,-0.18,0.1385,4.59,5.71,5.71,3.67,-0.235,-1.12,0.1961,1.3,1.4,1.2,1.3,1.1,1.2,1.3,1.5,1,1.2,0.9,0.8,0.9,0.9,1.1,1.1,1.1,1,0.9,1,1,1.2,1.3,,,1.12,0,14.05,5.71,5.27,4.66,5,4.32,4.67,5.26,5.23,4.08,4.6,3.97,3.67,4.09,3.76,4.89,4.78,4.42,4.22,3.84,3.9,4.45,4.82,4.8,,,4.54,-0.91,20.5
Revolution,Revolution2013,Cancelled,0,2013,NBC,2,22,Wed,8:00 PM,Wed,8:00 PM,Wed 8:00 PM,0,No,9/25/13,5/21/14,9,238,1.37,1.8,1.8,1.1,-0.4673,-0.43,0.2389,5.33,6.81,6.81,3.78,-0.3151,-1.48,0.2173,1.8,1.6,1.5,1.4,1.4,1.4,1.4,1.5,1.4,1.5,1.3,1.5,1.3,1.3,1.3,1.3,1.2,1.3,1.3,1.1,1.2,1.1,,,,1.37,-0.7,23.99,6.81,5.46,5.45,5.42,5.04,4.87,5.21,5.17,5.37,5.93,4.78,5.28,5.04,4.63,4.76,4.63,4.26,4.4,4.32,3.78,3.91,4.13,,,,4.94,-2.68,27.48
Rise,Rise2017,Cancelled,0,2017,NBC,1,10,Tue,9:00 PM,Tue,9:00 PM,Tue 9:00 PM,0,No,3/13/18,5/15/18,184,63,0.83,1.2,1.2,0.7,0,-0.37,0.3083,5.78,5.5,5.5,3.73,0,0.28,-0.0509,1.2,1.1,0.8,0.8,0.8,0.8,0.7,0.7,0.7,0.7,,,,,,,,,,,,,,,,0.83,-0.5,30.83,5.5,5.39,4.34,4.42,4.4,4.21,4.2,3.73,3.75,4.1,,,,,,,,,,,,,,,,4.4,-1.4,19.93
Riverdale,Riverdale2016,Renewed,1,2016,CW,1,13,Thu,9:00 PM,Thu,9:00 PM,Thu 9:00 PM,0,No,1/26/17,5/11/17,160,105,0.38,0.5,0.5,0.3,0,-0.12,0.24,2.4,1.38,1.38,0.87,0,1.02,-0.7391,0.5,0.4,0.5,0.4,0.3,0.4,0.4,0.4,0.3,0.3,0.3,0.3,0.4,,,,,,,,,,,,,0.38,-0.1,24.62,1.38,1.15,1.2,1.14,0.98,1.09,1.03,0.99,0.91,0.87,0.89,0.98,0.96,,,,,,,,,,,,,1.04,-0.42,24.36
Riverdale,Riverdale2017,Renewed,1,2017,CW,2,22,Wed,8:00 PM,Wed,8:00 PM,Wed 8:00 PM,0,No,10/11/17,5/16/18,31,217,0.49,0.8,0.8,0.3,0.25,-0.31,0.3875,2.78,2.34,2.34,0.96,0.3159,0.44,-0.188,0.8,0.6,0.6,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.4,0.4,0.3,0.4,0.4,0.4,0.4,0.4,,,,0.49,-0.4,39.2,2.34,1.76,1.62,1.51,1.47,1.43,1.45,1.48,1.43,1.44,1.39,1.34,1.28,1.26,1.19,1.16,0.96,1.1,1.17,1.11,1,1.28,,,,1.37,-1.06,41.39
Riverdale,Riverdale2018,Renewed,1,2018,CW,3,22,Wed,8:00 PM,Wed,8:00 PM,Wed 8:00 PM,0,No,10/10/18,5/15/19,31,217,0.35,0.5,0.5,0.2,-0.2678,-0.15,0.3,2.13,1.5,1.5,0.7,-0.2319,0.63,-0.42,0.5,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.2,0.2,0.2,0.3,0.3,,,,0.35,-0.2,30,1.5,1.28,1.4,1.37,1.25,1.27,1.09,1.2,1.32,1.12,1.26,0.96,0.86,0.92,0.95,0.81,0.81,0.8,0.71,0.7,0.74,0.86,,,,1.05,-0.64,29.76
Roseanne,Roseanne2017,Cancelled/Revived,0,2017,ABC,10,9,Tue,8:00 PM,Tue,8:00 PM,Tue 8:00 PM,0,No,3/27/18,5/22/18,198,56,3.5,5.2,5.2,2.5,0,-1.7,0.3269,12.9,18.44,18.44,10.29,0,-5.54,0.3004,5.2,5.2,3.9,3.5,3.4,2.6,2.6,2.6,2.5,,,,,,,,,,,,,,,,,3.5,-2.7,32.69,18.44,18.44,15.39,13.77,13.26,10.42,10.29,10.74,10.58,,,,,,,,,,,,,,,,,13.48,-7.86,26.89
Rosewood,Rosewood2015,Renewed,1,2015,FOX,1,22,Wed,8:00 PM,Wed,8:00 PM,Wed 8:00 PM,0,No,9/23/15,5/25/16,2,245,1.35,2.4,2.4,0.8,0,-1.05,0.4375,5.96,7.54,7.54,3.5,0,-1.58,0.2095,2.4,2,1.8,1.4,1.6,1.5,1.4,1.5,1.2,1.5,0.9,0.9,0.9,1,1.4,1.2,1.2,1.3,1.2,1.1,1.4,0.8,,,,1.35,-1.6,43.94,7.54,6.23,5.75,5.03,5.27,5.05,5.17,4.72,4.64,5.04,3.52,3.72,3.72,3.74,5.2,4.53,4.64,4.86,4.35,4.32,4.77,3.5,,,,4.79,-4.04,36.51
Rosewood,Rosewood2016,Cancelled,0,2016,FOX,2,22,Thu/Fri,8:00 PM,Thu,8:00 PM,Thu 8:00 PM,1,No,9/22/16,4/28/17,34,218,0.66,0.7,0.9,0.5,-0.5088,-0.04,0.0571,2.92,3.65,3.77,2.48,-0.367,-0.73,0.2,0.7,0.8,0.9,0.8,0.8,0.8,0.7,0.7,0.7,0.6,0.7,0.6,0.6,0.6,0.7,0.6,0.6,0.5,0.5,0.5,0.6,0.5,,,,0.66,-0.2,5.84,3.65,3.6,3.77,3.51,3.39,3.39,3.33,3.07,3.11,3.03,2.86,2.87,2.83,2.61,2.91,2.74,2.69,2.53,2.48,2.48,2.85,2.96,,,,3.03,-0.69,16.99
Roswell New Mexico,Roswell New Mexico2018,Renewed,1,2018,CW,1,13,Tue,9:00 PM,Tue,9:00 PM,Tue 9:00 PM,0,No,1/15/19,4/23/19,128,98,0.28,0.4,0.4,0.2,0,-0.12,0.3,2.8,1.51,1.51,0.83,0,1.29,-0.8543,0.4,0.4,0.3,0.3,0.3,0.2,0.3,0.2,0.3,0.2,0.2,0.2,0.3,,,,,,,,,,,,,0.28,-0.1,30.77,1.51,1.21,1.27,1.12,1.14,0.89,1.02,0.92,1.02,0.92,0.83,0.92,1.03,,,,,,,,,,,,,1.06,-0.48,29.7
